ticket,cost,month,location_from,location_to,duration,distance,assistance,energy_used,energy_collected
single,0.15,6,SNELLMANIA,MICROTEKNIA,143,440,1,7.8,0.6
single,0.5,8,MICROTEKNIA,UIMAHALLI,555,2520,1,20.5,4.5
season,0.0,7,UIMAHALLI,TORI,290,880,1,6.4,1.2
season,0.0,7,SATAMA,KYS,886,1960,1,18.4,5.7
single,0.5,6,TORI,VÄINÖLÄNNIEMI,591,1570,1,9.9,9.3
single,0.25,6,TORI,SATAMA,275,970,0,0.0,4.2
season,0.0,5,PETONEN,PETONEN,92,0,1,0.0,0.0
season,0.0,5,SATAMA,SATAMA,72,80,1,0.9,0.0
single,0.45,7,KYS,TORI,514,2210,1,13.3,5.1
season,0.0,8,MICROTEKNIA,KYS,337,1430,1,11.3,6.9
savonia,0.0,10,TORI,SNELLMANIA,610,2680,1,15.8,6.3
season,0.0,7,TORI,TORI,86,0,1,0.0,0.0
season,0.0,5,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,45,10,0,0.0,0.0
season,0.0,10,TORI,TORI,1502,2070,1,18.9,4.8
single,0.45,5,MICROTEKNIA,UIMAHALLI,493,2290,1,19.0,5.4
single,0.55,8,MICROTEKNIA,TORI,635,3190,1,17.6,6.0
single,0.2,5,TEATTERI,TORI,222,690,1,3.1,2.4
single,0.25,9,TORI,TEATTERI,273,710,1,3.3,0.3
single,0.25,10,TORI,TEATTERI,288,720,0,0.0,0.0
season,0.0,7,TORI,KYS,477,1940,1,15.8,3.6
savonia,0.0,10,MICROTEKNIA,TEATTERI,475,2290,1,20.4,8.7
single,0.35,9,KYS,TORI,412,1890,1,7.3,2.1
season,0.0,10,TORI,TORI,833,1910,1,22.8,8.4
season,1.0,8,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,2286,4370,1,31.7,12.0
season,0.0,9,KYS,KYS,23,0,1,0.0,0.0
single,0.75,6,VÄINÖLÄNNIEMI,TORI,858,2090,1,26.0,3.6
season,0.0,7,SATAMA,VÄINÖLÄNNIEMI,354,740,0,0.0,0.0
single,0.3,9,KYS,MICROTEKNIA,356,1450,1,11.6,5.7
single,0.3,6,TORI,SATAMA,341,920,0,0.0,6.3
single,0.5,9,KYS,SATAMA,570,2770,1,9.7,14.1
savonia,0.0,9,MICROTEKNIA,SATAMA,1213,4010,1,25.0,17.1
season,0.0,8,MICROTEKNIA,MICROTEKNIA,13,0,1,0.0,0.0
single,0.5,5,KYS,TORI,563,2070,1,12.9,7.8
single,0.55,7,TORI,SATAMA,648,2210,1,12.0,9.0
season,0.0,7,SATAMA,TORI,380,920,0,0.0,0.0
single,0.05,7,SATAMA,SATAMA,3,0,0,0.0,0.0
season,0.0,5,VÄINÖLÄNNIEMI,TORI,436,1590,1,22.0,2.1
season,0.0,5,TEATTERI,TORI,191,710,1,2.2,1.5
season,0.0,10,KYS,MICROTEKNIA,405,1440,1,10.9,6.0
single,0.15,8,KYS,KYS,133,-110,1,0.0,0.0
season,0.0,6,TEATTERI,TEATTERI,9,0,0,0.0,0.0
season,0.0,7,SATAMA,SATAMA,6,0,0,0.0,0.0
single,0.2,8,TORI,TORI,233,1130,1,7.6,0.0
season,0.0,10,KYS,TEATTERI,290,1140,1,6.5,4.8
savonia,0.0,9,MICROTEKNIA,VÄINÖLÄNNIEMI,1121,4850,1,39.4,12.3
season,0.0,7,SATAMA,VÄINÖLÄNNIEMI,817,2350,1,15.6,3.3
single,0.35,8,KYS,MICROTEKNIA,408,1430,1,14.0,9.6
single,0.35,8,TEATTERI,SATAMA,364,1650,1,7.7,8.1
single,0.6,5,KYS,SATAMA,668,3140,1,18.3,10.2
season,0.0,6,TORI,TORI,59,0,1,0.0,0.0
single,0.7,10,MICROTEKNIA,TORI,816,3050,1,21.6,3.9
single,0.95,6,TEATTERI,TEATTERI,1119,3650,1,24.9,5.7
single,0.45,10,SATAMA,UIMAHALLI,529,1990,1,23.7,3.9
season,0.0,6,SATAMA,VÄINÖLÄNNIEMI,374,660,0,0.0,0.0
season,0.0,6,KYS,TORI,555,1860,1,10.2,5.7
season,0.0,6,TEATTERI,TORI,217,700,1,3.4,1.2
single,0.05,5,TORI,TORI,48,0,0,0.0,0.0
single,0.65,6,RYPYSUO,TORI,757,4210,1,30.8,5.4
season,0.0,5,TORI,SATAMA,319,920,1,4.0,8.1
season,0.0,7,SNELLMANIA,TEATTERI,1206,4510,1,46.7,9.0
season,0.0,10,SATAMA,SATAMA,328,0,1,0.0,0.0
single,0.7,6,SATAMA,SATAMA,780,1800,1,13.5,8.1
single,0.1,5,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,95,0,1,0.0,0.0
single,0.7,8,TORI,MICROTEKNIA,830,3390,1,17.5,7.5
season,0.0,7,TORI,TORI,1077,3310,1,23.1,6.3
season,0.0,5,SATAMA,SATAMA,78,0,1,0.0,0.0
season,0.0,7,TORI,SATAMA,242,950,1,4.4,10.8
single,0.05,6,SATAMA,SATAMA,31,0,1,0.0,0.0
single,1.35,5,TORI,MICROTEKNIA,1578,5740,1,45.3,18.9
savonia,0.0,10,TORI,TORI,129,10,1,0.1,0.0
season,0.0,6,PETONEN,PETONEN,51,0,1,0.0,0.0
single,0.85,5,SATAMA,MICROTEKNIA,984,4000,1,33.5,11.1
single,0.3,8,UIMAHALLI,TORI,304,910,1,5.9,1.8
season,0.0,8,TEATTERI,TEATTERI,87,0,1,0.0,0.0
single,0.25,8,PETONEN,PETONEN,241,230,1,2.3,0.3
season,0.0,6,TORI,TORI,6,0,1,0.0,0.0
single,0.4,9,TEATTERI,SATAMA,456,1650,1,6.2,6.0
single,0.75,8,TORI,TORI,844,1400,1,8.6,4.8
single,0.45,7,VÄINÖLÄNNIEMI,TORI,522,1930,1,19.5,1.2
savonia,0.0,9,TORI,TORI,933,4490,1,32.7,14.1
savonia,0.0,10,MICROTEKNIA,TORI,704,3040,1,25.6,8.7
single,0.15,7,TORI,SATAMA,175,940,1,1.9,4.2
single,0.15,8,TEATTERI,TORI,167,710,1,3.2,3.0
season,0.0,5,TEATTERI,TEATTERI,12,0,0,0.0,0.0
savonia,0.0,10,TORI,MICROTEKNIA,561,3080,1,16.2,8.1
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,12,0,0,0.0,0.0
season,0.0,7,RYPYSUO,TORI,1201,4440,1,31.5,18.9
single,2.1,7,VÄINÖLÄNNIEMI,TORI,2495,8790,1,75.8,21.3
season,0.0,7,KYS,KYS,47,30,0,0.0,0.0
single,0.25,5,SATAMA,TORI,243,910,1,12.6,0.3
single,0.45,6,KYS,TORI,515,1820,1,9.9,6.0
single,0.35,6,KYS,MICROTEKNIA,388,1500,1,14.1,5.1
single,0.35,6,VÄINÖLÄNNIEMI,SATAMA,362,660,1,2.1,0.0
single,0.65,7,VÄINÖLÄNNIEMI,TORI,726,1750,1,21.8,5.4
single,0.8,7,VÄINÖLÄNNIEMI,TORI,932,1860,1,17.1,5.4
season,0.0,7,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,85,80,0,0.0,0.0
single,0.55,5,TORI,MICROTEKNIA,624,3080,0,0.0,3.9
season,0.0,5,RYPYSUO,TORI,874,4360,1,16.9,4.5
season,0.0,7,MICROTEKNIA,TORI,730,3100,1,23.2,12.6
single,0.3,6,SATAMA,TORI,340,930,1,13.2,2.4
single,0.2,6,SATAMA,SATAMA,183,0,1,0.0,0.0
savonia,0.0,9,MICROTEKNIA,SATAMA,700,4070,1,21.2,12.3
single,0.55,5,TORI,KYS,621,1900,1,14.0,4.5
single,0.6,5,MICROTEKNIA,TORI,687,3010,1,25.5,1.5
season,0.0,6,TORI,SATAMA,901,1160,1,6.1,4.5
single,0.3,6,TORI,TORI,350,1110,1,11.2,0.6
season,0.0,6,TORI,VÄINÖLÄNNIEMI,322,1500,1,9.5,7.5
single,0.45,10,TORI,SNELLMANIA,488,2690,1,10.1,4.2
single,0.4,9,SNELLMANIA,SNELLMANIA,477,1870,1,15.0,3.3
season,0.0,6,VÄINÖLÄNNIEMI,TORI,415,1510,1,16.1,1.2
single,0.5,9,SNELLMANIA,TORI,566,0,1,0.0,0.0
season,0.0,6,TORI,MICROTEKNIA,1177,3610,1,30.7,16.2
season,0.0,4,TORI,TORI,1447,2350,1,9.5,5.4
single,0.25,7,SATAMA,TORI,247,940,1,12.9,0.3
single,0.05,8,TORI,TORI,59,0,1,0.0,0.0
savonia,0.0,10,TORI,SATAMA,383,1000,1,4.8,8.1
season,0.0,6,TORI,VÄINÖLÄNNIEMI,601,1740,1,10.6,7.5
season,0.0,8,PETONEN,TORI,1528,8570,1,62.5,4.2
season,0.0,6,VÄINÖLÄNNIEMI,TORI,911,1570,1,18.5,2.1
savonia,0.0,10,MICROTEKNIA,SNELLMANIA,116,440,1,1.0,2.4
season,0.0,7,SNELLMANIA,SNELLMANIA,79,0,0,0.0,0.0
single,1.2,8,RYPYSUO,KYS,1422,4420,1,26.0,4.2
single,0.25,9,SATAMA,TORI,242,920,1,12.1,0.3
single,0.3,5,TORI,TEATTERI,341,690,1,5.8,0.3
single,0.5,8,TORI,MICROTEKNIA,542,3130,1,13.1,6.0
single,0.05,5,MICROTEKNIA,MICROTEKNIA,3,0,0,0.0,0.0
season,0.0,5,SATAMA,SATAMA,41,0,0,0.0,0.0
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,1240,6880,1,35.1,3.9
single,0.3,8,KYS,MICROTEKNIA,335,1510,1,8.7,5.4
single,0.8,6,TORI,TORI,955,40,0,0.0,0.0
season,0.0,5,SATAMA,SATAMA,15,0,0,0.0,0.0
season,0.0,5,TORI,TORI,6,0,0,0.0,0.0
season,0.0,5,TEATTERI,TEATTERI,23,10,1,0.1,0.0
savonia,0.0,10,UIMAHALLI,TORI,300,910,1,5.3,3.6
savonia,0.0,9,SATAMA,KYS,686,2790,1,26.9,3.3
season,0.0,6,TORI,KYS,540,2050,1,13.7,1.8
savonia,0.0,9,MICROTEKNIA,KYS,417,1470,1,11.2,4.8
season,0.0,5,MICROTEKNIA,PETONEN,1276,7720,1,45.3,6.6
season,0.0,7,VÄINÖLÄNNIEMI,SATAMA,324,680,0,0.0,0.3
single,0.05,7,TORI,TORI,7,0,0,0.0,0.0
season,0.0,6,RYPYSUO,TORI,1375,6870,1,48.5,17.1
single,0.3,6,TORI,TEATTERI,323,800,1,7.4,0.3
season,0.0,7,TORI,TORI,95,0,1,0.0,0.0
single,1.0,5,TORI,SNELLMANIA,1172,2630,1,13.2,8.7
season,0.0,8,RYPYSUO,RYPYSUO,112,40,1,0.5,0.0
single,0.5,6,SNELLMANIA,SNELLMANIA,551,2530,1,17.1,3.9
single,0.1,7,TORI,TORI,70,10,1,0.0,0.0
savonia,0.0,9,MICROTEKNIA,TEATTERI,543,2310,1,17.0,6.3
single,0.45,7,TORI,SNELLMANIA,488,2630,1,15.1,4.2
season,0.0,6,SATAMA,TORI,219,960,1,12.4,1.2
single,0.05,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,31,0,0,0.0,0.0
season,0.0,7,TORI,TORI,5,0,1,0.0,0.0
single,0.05,6,TORI,TORI,56,0,1,0.0,0.0
season,0.0,8,TORI,SNELLMANIA,568,2710,1,21.0,6.9
season,0.0,7,SATAMA,SATAMA,946,3330,1,40.1,3.9
season,0.0,8,TEATTERI,TEATTERI,255,1420,1,4.5,4.2
single,0.05,5,TORI,TORI,12,0,0,0.0,0.0
savonia,0.0,10,SNELLMANIA,MICROTEKNIA,128,450,1,8.1,0.0
savonia,0.0,9,TORI,MICROTEKNIA,855,2980,1,26.2,6.3
season,0.0,7,RYPYSUO,MICROTEKNIA,753,4390,1,22.6,3.0
single,0.05,6,TORI,TORI,21,0,0,0.0,0.0
single,0.05,8,TORI,TORI,18,0,1,0.0,0.0
single,0.2,6,TORI,TEATTERI,189,730,1,9.9,0.9
season,0.0,10,TEATTERI,TEATTERI,17,0,1,0.0,0.0
season,0.0,6,TORI,TORI,258,0,0,0.0,0.0
season,0.0,9,TORI,RYPYSUO,952,4280,1,34.8,2.7
single,0.85,6,VÄINÖLÄNNIEMI,TORI,968,2700,1,26.6,0.6
season,0.0,5,SNELLMANIA,SNELLMANIA,87,0,1,0.0,0.0
single,1.25,6,SATAMA,SATAMA,1470,1410,0,0.0,1.5
savonia,0.0,10,SNELLMANIA,MICROTEKNIA,139,460,1,6.7,0.3
season,0.0,10,TORI,TORI,180,170,1,1.5,0.0
season,0.0,5,TEATTERI,TORI,167,710,0,0.0,1.2
single,0.4,5,TORI,SATAMA,462,1350,0,0.0,5.7
single,0.05,6,TORI,TORI,6,0,0,0.0,0.0
season,0.0,8,TEATTERI,TEATTERI,82,0,0,0.0,0.0
single,0.05,6,SATAMA,SATAMA,5,0,0,0.0,0.0
single,0.35,5,SATAMA,TORI,395,920,0,0.0,0.0
season,0.0,6,KYS,TORI,741,2220,1,11.3,5.7
season,0.0,8,KYS,RYPYSUO,617,3240,1,32.2,7.5
single,0.65,6,SATAMA,TORI,731,1580,0,0.0,0.3
single,0.45,7,TORI,TEATTERI,516,1530,1,10.7,1.8
season,0.0,6,TORI,TORI,182,0,1,0.0,0.0
season,0.0,5,MICROTEKNIA,KYS,451,1420,0,0.0,4.8
single,0.35,6,TORI,KYS,409,1900,1,13.1,3.6
season,0.0,8,TORI,TORI,559,1730,1,9.9,6.9
single,0.6,8,MICROTEKNIA,TORI,670,3150,1,22.9,13.5
season,0.0,5,SATAMA,TORI,461,930,1,16.1,0.6
single,0.35,9,MICROTEKNIA,MICROTEKNIA,407,1470,1,7.2,3.9
single,0.55,7,TORI,TORI,602,2170,0,0.0,5.1
savonia,0.0,10,TEATTERI,MICROTEKNIA,473,2330,1,18.3,8.7
single,0.1,7,SATAMA,SATAMA,106,20,1,0.2,0.0
single,0.3,7,SATAMA,TORI,303,940,0,0.0,0.0
single,0.25,9,KYS,TEATTERI,263,1150,1,6.1,3.3
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,114,150,1,1.8,0.6
season,0.0,7,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,115,270,1,1.2,0.9
season,0.0,10,RYPYSUO,SATAMA,1272,5220,1,40.6,27.0
season,0.0,7,TORI,TORI,58,0,0,0.0,0.0
single,0.4,5,UIMAHALLI,SATAMA,424,1850,1,7.6,4.8
savonia,0.0,9,MICROTEKNIA,TEATTERI,758,2350,1,19.1,7.2
season,0.0,8,SATAMA,TORI,1346,2970,1,32.7,8.1
single,0.7,9,VÄINÖLÄNNIEMI,TEATTERI,828,2310,1,24.6,4.2
single,0.45,6,MICROTEKNIA,TEATTERI,485,2380,0,0.0,7.5
season,0.0,6,TORI,TEATTERI,194,720,1,8.3,1.2
season,0.0,5,TEATTERI,UIMAHALLI,72,230,1,2.4,0.3
single,0.05,6,TORI,TORI,22,0,1,0.0,0.0
season,0.0,7,PETONEN,PETONEN,122,140,1,1.3,0.0
season,0.0,5,RYPYSUO,RYPYSUO,715,470,1,4.8,2.1
savonia,0.0,10,MICROTEKNIA,SATAMA,837,3940,1,21.7,17.7
single,0.05,6,TORI,TORI,5,0,1,0.0,0.0
season,0.0,8,KYS,TORI,511,2170,1,15.0,6.6
season,0.0,9,UIMAHALLI,SATAMA,684,1850,1,10.8,10.5
season,0.0,9,TORI,VÄINÖLÄNNIEMI,346,1630,1,8.0,9.6
single,0.05,9,TEATTERI,TEATTERI,56,70,1,1.1,0.0
season,0.0,9,KYS,KYS,739,2920,1,43.4,7.8
single,0.05,5,TORI,TORI,33,0,1,0.0,0.0
single,0.05,5,TORI,TORI,11,0,1,0.0,0.0
season,0.0,6,SNELLMANIA,SNELLMANIA,35,10,0,0.0,0.0
single,0.05,5,SATAMA,SATAMA,31,0,1,0.0,0.0
season,0.0,6,KYS,KYS,37,0,1,0.0,0.0
single,0.3,6,VÄINÖLÄNNIEMI,TORI,350,1520,1,12.1,4.5
season,0.0,8,SNELLMANIA,SNELLMANIA,870,0,1,0.0,0.0
season,0.0,6,SATAMA,SATAMA,44,0,1,0.0,0.0
single,0.25,8,TEATTERI,TORI,253,720,1,3.1,1.2
single,0.05,7,RYPYSUO,RYPYSUO,36,0,1,0.0,0.0
season,0.0,8,MICROTEKNIA,MICROTEKNIA,91,0,0,0.0,0.0
season,0.0,10,PETONEN,PETONEN,42,110,1,1.9,0.3
season,0.0,4,VÄINÖLÄNNIEMI,SATAMA,159,690,1,5.8,0.0
season,0.0,7,TEATTERI,TORI,281,720,1,3.3,2.1
season,0.0,5,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,190,0,1,0.0,0.0
season,0.0,6,SNELLMANIA,SNELLMANIA,47,0,1,0.0,0.0
season,0.0,4,SATAMA,TORI,1025,1690,1,17.4,2.1
season,0.0,5,SATAMA,TORI,1110,3570,1,36.8,3.6
single,0.05,7,TORI,TORI,4,0,0,0.0,0.0
season,0.0,6,TEATTERI,VÄINÖLÄNNIEMI,486,2160,1,11.1,8.4
single,1.15,8,TORI,RYPYSUO,1375,-3320,1,0.0,0.0
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,280,1100,1,6.6,7.8
single,0.65,9,UIMAHALLI,RYPYSUO,744,3920,1,27.5,15.3
single,0.4,10,TORI,TORI,428,1070,0,0.0,1.2
single,2.5,6,SATAMA,SATAMA,2993,9360,1,74.1,25.8
single,0.05,6,TORI,TORI,4,0,0,0.0,0.0
single,0.65,6,TORI,TORI,734,160,1,0.6,1.5
season,0.0,5,TORI,TORI,485,760,1,9.2,1.2
single,0.8,7,SATAMA,SATAMA,949,3810,1,22.9,5.7
season,0.0,5,TEATTERI,UIMAHALLI,296,340,1,4.8,0.3
single,0.5,8,KYS,TORI,561,2270,1,13.3,2.1
single,0.55,6,TORI,SNELLMANIA,610,2620,1,15.6,4.8
season,0.0,6,TORI,KYS,482,1880,1,8.6,1.8
single,0.05,8,TORI,TORI,44,0,1,0.0,0.0
single,0.5,9,SNELLMANIA,SNELLMANIA,552,2760,1,22.1,7.5
single,0.05,5,SATAMA,SATAMA,54,0,1,0.0,0.0
single,0.35,6,TORI,SATAMA,399,1140,1,4.9,6.9
season,0.0,5,TORI,TORI,435,630,1,6.7,0.9
season,0.0,10,SNELLMANIA,SATAMA,726,3600,1,24.2,15.9
single,0.35,6,SATAMA,VÄINÖLÄNNIEMI,365,0,0,0.0,0.0
season,0.0,9,SATAMA,SATAMA,960,4230,1,27.6,7.2
single,0.25,4,TEATTERI,TORI,249,700,1,4.9,1.8
season,0.0,9,PETONEN,PETONEN,27,0,1,0.0,0.0
season,0.0,5,TORI,TORI,15,0,0,0.0,0.0
season,0.0,7,VÄINÖLÄNNIEMI,SATAMA,796,830,1,6.6,0.9
season,0.0,7,TORI,RYPYSUO,790,4230,1,37.6,1.8
single,0.35,7,UIMAHALLI,TORI,384,890,1,4.2,3.3
season,0.0,6,TORI,TORI,548,840,1,6.1,2.4
single,0.1,8,TORI,TORI,89,10,1,0.0,0.0
single,1.2,5,RYPYSUO,TORI,1439,7180,1,44.9,4.5
single,0.65,10,TORI,MICROTEKNIA,751,0,1,0.0,0.0
season,0.0,5,KYS,SNELLMANIA,383,1030,0,0.0,4.8
season,0.0,7,TORI,TORI,88,0,1,0.0,0.0
season,0.0,7,SATAMA,TORI,965,1210,0,0.0,0.9
single,0.05,7,SATAMA,SATAMA,29,0,1,0.0,0.0
season,0.0,4,TORI,TEATTERI,1748,4600,1,38.7,9.3
single,0.1,5,SATAMA,SATAMA,88,10,1,0.0,0.0
season,0.0,6,KYS,TEATTERI,424,1940,1,15.5,3.3
single,0.4,6,PETONEN,PETONEN,450,970,1,7.6,5.1
season,0.0,5,TORI,TORI,5,0,0,0.0,0.0
season,0.0,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,5,0,1,0.0,0.0
season,0.0,6,TORI,TORI,50,10,1,0.0,0.0
savonia,0.0,9,TEATTERI,MICROTEKNIA,661,2580,1,15.4,5.4
savonia,0.0,9,TORI,SATAMA,329,1050,1,6.1,6.6
season,0.0,7,VÄINÖLÄNNIEMI,TORI,466,1610,1,16.1,2.4
savonia,0.0,10,MICROTEKNIA,TORI,712,3000,1,20.4,15.0
season,0.0,9,SNELLMANIA,SNELLMANIA,9,0,0,0.0,0.0
savonia,0.0,9,TORI,KYS,448,1830,1,16.0,3.3
single,0.1,8,SNELLMANIA,SNELLMANIA,79,0,1,0.0,0.0
season,0.0,6,TORI,SATAMA,520,1480,1,7.2,6.0
single,0.05,6,SATAMA,SATAMA,3,0,0,0.0,0.0
single,0.1,6,TORI,TORI,84,0,1,0.0,0.0
season,0.0,7,TORI,MICROTEKNIA,1712,4650,1,28.9,10.5
season,0.0,8,VÄINÖLÄNNIEMI,TORI,390,1560,1,19.6,2.1
single,0.75,5,TEATTERI,SATAMA,841,1910,1,12.8,6.3
single,0.3,6,TORI,SATAMA,316,930,1,6.3,7.5
season,0.0,7,TORI,VÄINÖLÄNNIEMI,309,1670,1,7.0,3.6
season,0.0,7,TORI,TORI,7,0,0,0.0,0.0
season,0.0,6,MICROTEKNIA,SATAMA,1078,4660,1,29.5,25.2
single,0.25,9,KYS,TEATTERI,290,1140,1,9.1,3.3
single,0.05,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,51,10,1,0.0,0.0
savonia,0.0,9,MICROTEKNIA,MICROTEKNIA,758,2140,1,22.8,7.8
season,0.0,7,KYS,TORI,612,2200,1,16.8,4.2
single,1.1,9,RYPYSUO,SATAMA,1277,6720,1,41.1,13.8
single,0.6,9,TORI,MICROTEKNIA,702,3120,1,28.4,6.6
season,0.0,7,SATAMA,SATAMA,29,0,1,0.0,0.0
season,0.0,4,TORI,TORI,56,20,1,0.2,0.0
savonia,0.0,10,SNELLMANIA,TORI,663,2600,1,27.8,3.3
savonia,0.0,10,MICROTEKNIA,TORI,648,3300,1,24.0,16.2
season,0.0,7,VÄINÖLÄNNIEMI,TORI,518,2340,1,24.4,2.7
single,0.2,5,TORI,SATAMA,230,1190,1,4.5,6.3
single,0.05,7,TORI,TORI,6,0,0,0.0,0.0
savonia,0.0,9,UIMAHALLI,MICROTEKNIA,607,2180,1,16.4,7.5
single,0.7,7,RYPYSUO,MICROTEKNIA,825,4360,1,28.8,13.8
single,1.2,7,RYPYSUO,SATAMA,1381,5110,1,32.9,26.4
savonia,0.0,10,TORI,TORI,1223,560,1,24.5,11.7
season,0.0,6,TORI,TORI,55,0,1,0.0,0.0
single,0.45,6,MICROTEKNIA,KYS,500,1480,1,14.0,3.9
season,0.0,8,TORI,TORI,20,0,1,0.0,0.0
season,0.0,9,MICROTEKNIA,SNELLMANIA,102,450,1,1.9,0.3
single,0.35,6,UIMAHALLI,SNELLMANIA,365,1850,1,7.1,6.0
single,0.3,8,TORI,TORI,351,1670,1,10.6,4.2
single,1.15,5,SATAMA,SATAMA,1348,2510,0,0.0,1.8
single,0.05,6,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,4,0,0,0.0,0.0
single,0.65,8,SATAMA,KYS,761,3180,1,24.7,10.5
season,0.0,8,SATAMA,SATAMA,1065,1420,1,14.6,2.7
single,0.4,5,SATAMA,TORI,477,1030,1,12.6,1.8
season,0.0,5,MICROTEKNIA,MICROTEKNIA,57,0,1,0.0,0.0
season,0.0,5,SATAMA,TORI,272,950,1,11.5,1.2
single,0.05,4,TORI,TORI,28,0,1,0.0,0.0
season,0.0,7,TORI,TORI,1091,3280,1,26.7,4.8
single,0.1,7,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,98,30,1,0.7,0.0
single,1.0,7,RYPYSUO,TORI,1189,5070,1,40.0,16.5
season,0.0,7,PETONEN,PETONEN,35,10,1,0.2,0.0
single,0.35,4,SATAMA,TEATTERI,403,1640,0,0.0,0.0
season,1.0,6,MICROTEKNIA,PETONEN,2014,6810,0,0.0,13.5
season,0.0,7,TORI,TORI,1127,0,1,0.0,0.0
season,0.0,7,TEATTERI,TORI,204,700,0,0.0,3.0
season,0.0,5,VÄINÖLÄNNIEMI,VÄINÖLÄNNIEMI,12,0,1,0.0,0.0
savonia,0.0,9,MICROTEKNIA,TORI,719,3320,1,23.5,6.6
single,0.05,6,TORI,TORI,33,30,1,0.0,0.0
single,0.7,9,MICROTEKNIA,TORI,830,3080,1,21.8,9.0
season,0.0,8,TORI,SNELLMANIA,532,2710,1,16.6,9.0
single,0.7,6,TORI,RYPYSUO,815,4170,1,32.2,18.9
season,0.0,6,SATAMA,SATAMA,48,10,1,0.2,0.0
season,0.0,7,PETONEN,PETONEN,30,10,1,0.1,0.0
savonia,0.0,9,MICROTEKNIA,TORI,715,3050,1,19.5,12.3
season,0.0,7,TEATTERI,TORI,634,630,1,5.6,1.5
single,0.4,6,TEATTERI,SNELLMANIA,463,2010,1,8.7,7.2
season,0.0,7,SATAMA,VÄINÖLÄNNIEMI,215,670,1,3.5,0.0
season,0.0,5,RYPYSUO,RYPYSUO,734,3060,1,27.7,11.4
single,0.05,6,TORI,TORI,36,0,1,0.0,0.0
single,0.05,5,TORI,TORI,12,0,1,0.0,0.0
season,0.0,5,TORI,TORI,750,1120,1,8.8,2.4
single,0.35,6,TORI,SATAMA,364,950,0,0.0,5.7
single,0.4,6,TEATTERI,SATAMA,453,1610,1,6.5,6.6
season,0.0,6,MICROTEKNIA,TORI,907,0,1,0.0,0.0
season,0.0,9,TORI,TORI,692,1690,1,20.9,11.1
single,0.25,6,SATAMA,TORI,279,910,1,9.9,1.2
season,0.0,10,TORI,TORI,214,10,1,0.0,0.0
single,0.4,5,KYS,TORI,428,1920,1,13.2,3.3
single,0.4,7,TEATTERI,SATAMA,433,1650,1,7.8,10.2
single,0.55,6,SNELLMANIA,TORI,631,2670,1,22.2,5.7
single,1.35,7,TORI,RYPYSUO,1572,4670,1,38.7,17.7
single,0.05,7,SATAMA,SATAMA,36,0,1,0.0,0.0
single,0.05,5,RYPYSUO,RYPYSUO,6,0,0,0.0,0.0
season,0.0,9,TEATTERI,TEATTERI,60,0,1,0.0,0.0
season,0.0,8,SNELLMANIA,SNELLMANIA,131,0,1,0.0,0.0
savonia,0.0,10,MICROTEKNIA,MICROTEKNIA,112,440,1,1.3,4.8
season,0.0,5,SATAMA,SATAMA,43,0,0,0.0,0.0
season,0.0,8,MICROTEKNIA,TORI,931,3100,1,29.3,11.7
season,0.0,7,RYPYSUO,RYPYSUO,120,180,1,1.1,0.3
single,0.5,6,SNELLMANIA,TORI,578,2610,1,16.4,0.0
savonia,0.0,10,KYS,KYS,74,0,1,0.0,0.0
season,0.0,9,MICROTEKNIA,TEATTERI,598,2320,1,23.1,7.2
single,0.05,4,UIMAHALLI,UIMAHALLI,40,0,0,0.0,0.0
savonia,0.0,10,TORI,TORI,157,40,1,0.4,0.0
single,0.2,6,SATAMA,TORI,237,940,0,0.0,0.0
season,0.0,5,MICROTEKNIA,SATAMA,857,4050,1,19.9,14.4
single,0.45,5,KYS,TORI,527,2360,1,12.2,8.4
single,1.35,5,RYPYSUO,TORI,1588,5520,0,0.0,2.4
single,1.15,6,RYPYSUO,TORI,1358,4270,0,0.0,7.2
single,0.45,10,TORI,KYS,504,1910,1,12.3,3.0
season,0.0,6,TORI,TEATTERI,156,720,1,4.9,1.2
single,0.25,6,TORI,TORI,244,10,1,0.0,0.0
single,0.15,9,TEATTERI,TORI,145,700,1,1.2,1.8
season,0.0,9,TORI,KYS,384,1830,1,12.8,3.3
single,0.55,6,VÄINÖLÄNNIEMI,TORI,602,1610,1,16.3,0.0
season,0.0,5,SATAMA,SATAMA,4,0,0,0.0,0.0
single,0.6,5,TORI,MICROTEKNIA,682,3120,1,27.9,1.8
single,1.15,5,SATAMA,SATAMA,1342,1390,1,11.0,6.6
